codigo_interno,codigo_fornecedor,categoria,marca,descricao,genero,preco_custo,preco_venda,qtd_variantes,estoque_total
REG005,RT004,REGATA,TEXAS FARM,CANELADA,FEMININO,49.3,110.0,2,2
UV001,UVF006,UV50+,TEXAS FARM,MANGA LONGA,FEMININO,81.61,180.0,3,3
UV002,UVF006,UV50+,TEXAS FARM,MANGA LONGA,FEMININO,81.61,180.0,3,3
UV003,UVM001,UV50+,TEXAS FARM,MANGA LONGA,MASCULINO,81.61,180.0,3,3
1CS005,CM682,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS006,CM122,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS007,CM697,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS008,CM401,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS009,CM136,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS010,CM672,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS011,CM665,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS012,CM674,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS013,CM617,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,2,2
1CS014,CM672,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS015,CM573,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS016,CM665,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS017,CM633,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS018,CM258,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS019,CM630,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS020,CM258,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS021,CM683,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS022,CM500,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS023,CM656,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS024,CM143,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS025,CM633,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS027,CM500,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS028,CM684,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,62.61,138.0,1,1
1CS029,CM575,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS030,CM273,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS031,CM581,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
1CS032,CM583,CAMISETA,TEXAS FARM,CAMISETA,MASCULINO,56.91,125.0,1,1
BN028,,BONE,RICHARDSON,BONE TRADICIONAL TELA,MASCULINO,60.0,250.0,1,1
BN029,,BONE,RICHARDSON,BONE TRADICIONAL TELA,MASCULINO,60.0,250.0,1,3
BN030,,BONE,TSC,BONE TRADICIONAL TELA,MASCULINO,60.0,250.0,1,1
BN031,,BONE,CABELAS,BONE TRADICIONAL TELA,MASCULINO,60.0,250.0,1,1
BN032,,BONE,ARIAT,BONE TRADICIONAL,MASCULINO,60.0,250.0,1,1
BN033,,BONE,ACADEMY,BONE TRADICIONAL TELA,MASCULINO,60.0,250.0,1,1
BN034,,BONE,MAGELLAN,BONE TRADICIONAL TELA,MASCULINO,60.0,250.0,1,1
BN035,,BONE,CAVENDER'S,BONE TRADICIONAL TELA,MASCULINO,60.0,250.0,1,2
BN036,,BONE,BASS PRO SHOPPS,BONE TRADICIONAL TELA,MASCULINO,60.0,180.0,1,1
BN037,,BONE,BASS PRO SHOPPS,BONE TRADICIONAL TELA,MASCULINO,60.0,180.0,1,1
BN038,,BONE,BASS PRO SHOPPS,BONE TRADICIONAL TELA,MASCULINO,60.0,180.0,1,1
BN039,,BONE,BASS PRO SHOPPS,BONE TRADICIONAL TELA,FEMININO,60.0,180.0,1,1
BN040,,BONE,BASS PRO SHOPPS,BONE TRADICIONAL TELA,FEMININO,60.0,180.0,1,1
BN041,,BONE,BASS PRO SHOPPS,BONE TRADICIONAL TELA,FEMININO,60.0,180.0,1,1
BN042,,BONE,WRANGLER,BONE TRADICIONAL TELA,MASCULINO,60.0,180.0,1,2
BN043,,BONE,WRANGLER,BONE TRADICIONAL TELA,MASCULINO,60.0,180.0,1,1
BN044,,BONE,USA,BONE TRADICIONAL TELA,MASCULINO,60.0,180.0,1,3
1CS111,,CAMISETA,MAGELLAN,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS112,,CAMISETA,MAGELLAN,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS113,,CAMISETA,REALTREE,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS114,,CAMISETA,BASS PRO SHOPPS,CAMISETA,MASCULINO,50.0,150.0,1,2
1CS115,,CAMISETA,STATE LIFE,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS116,,CAMISETA,MAGELLAN,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS117,,CAMISETA,MAGELLAN,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS118,,CAMISETA,BASS PRO SHOPPS,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS119,,CAMISETA,BASS PRO SHOPPS,CAMISETA,MASCULINO,50.0,150.0,1,2
1CS120,,CAMISETA,BASS PRO SHOPPS,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS121,,CAMISETA,BASS PRO SHOPPS,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS122,,CAMISETA,BASS PRO SHOPPS,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS123,,CAMISETA,BASS PRO SHOPPS,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS124,,CAMISETA,TSC,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS125,,CAMISETA,TSC,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS126,,CAMISETA,TSC,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS127,,CAMISETA,MAGELLAN,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS128,,CAMISETA,MAGELLAN,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS129,,CAMISETA,STATE LIFE,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS130,,CAMISETA,MAGELLAN,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS131,,CAMISETA,STATE LIFE,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS132,,CAMISETA,REALTREE,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS133,,CAMISETA,WRANGLER,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS134,,CAMISETA,MAGELLAN,CAMISETA,MASCULINO,50.0,150.0,1,1
1CS135,,CAMISETA,BASS PRO SHOPPS,CAMISETA,MASCULINO,50.0,150.0,1,1
1CM083,,CAMISA,WRANGLER,CAMISA MANGA LONGA,MASCULINO,100.0,250.0,1,1
1CM084,,CAMISA,WRANGLER,CAMISA MANGA LONGA,MASCULINO,100.0,250.0,1,1
TSH001,,TSHIRT,TCB ATACADO,BLUSA ESTAMPAS,FEMININO,25.0,58.0,1,5
CROP001,,CROPPED,TCB ATACADO,CROPPED ESTAMPAS,FEMININO,23.0,55.0,1,4
CROP002,,CROPPED,TCB ATACADO,CROPPED ESTAMPAS,FEMININO,23.0,55.0,1,2
OVER001,,MAX OVER,TCB ATACADO,CAMISETA OVER ESTAMPAS,FEMININO,25.0,60.0,1,2
OVER002,,MAX OVER,TCB ATACADO,CAMISETA OVER ESTAMPAS,FEMININO,25.0,60.0,1,3
REG001,,REGATA,TCB ATACADO,REGATA ESTAMPAS,FEMININO,18.0,50.0,1,2
REG002,,REGATA,TCB ATACADO,REGATA ESTAMPAS,FEMININO,18.0,50.0,1,5
TSH002,,TSHIRT,GOIANIA,CHAPEU WILD WEST,FEMININO,20.0,45.9,1,1
TSH003,,TSHIRT,GOIANIA,CAVALO BORDADO,FEMININO,20.0,45.9,1,1
TSH004,,TSHIRT,GOIANIA,ESCRITA COWGIRL,FEMININO,20.0,45.9,1,1
TSH005,,TSHIRT,GOIANIA,CAMISETA ESTAMPAS,FEMININO,20.0,45.9,1,2
TSH006,,TSHIRT,GOIANIA,ESTAMPA TAMBOR,FEMININO,20.0,45.9,1,1
TSH007,,TSHIRT,GOIANIA,ESTAMPA BOTA FLORIDA,FEMININO,20.0,45.9,1,1
TSH008,,TSHIRT,GOIANIA,COWGIRL FERRADURA,FEMININO,20.0,45.9,1,1
TSH009,,TSHIRT,GOIANIA,ESTAMPA TAMBOR,FEMININO,20.0,45.9,1,1
TSH010,,TSHIRT,TOMAHAWK,ESTAMPA GIRL,FEMININO,40.0,88.0,1,1
CROP003,2035,CROPPED,POWER COUNTRY,BOI DE RODEIO,FEMININO,24.9,54.8,1,1
REG003,1822,REGATA,POWER COUNTRY,COWGIRL ESCRITA,FEMININO,24.9,54.8,1,1
REG004,1930,REGATA,POWER COUNTRY,CORACAO PWC,FEMININO,25.9,54.8,1,1
OVER003,7089,MAX OVER,POWER COUNTRY,ESTAMPA DE BOTA,FEMININO,59.9,131.78,1,1
OVER004,7093,MAX OVER,POWER COUNTRY,ESTAMPA CAVALHEIRO,FEMININO,59.9,131.78,1,1
OVER005,7095,MAX OVER,POWER COUNTRY,VERIAS BOTAS ESTAMPADAS,FEMININO,59.9,131.78,1,1
VTD001,9504,VESTIDO,POWER COUNTRY,VESTIDO MIDI DE MALHA,FEMININO,79.9,175.78,1,1
VTD002,9505,VESTIDO,POWER COUNTRY,MIDI MALHA,FEMININO,79.9,175.78,1,1
CAL007,13M68BM36,CALCA,WRANGLER,JEANS 20X,MASCULINO,148.9,327.6,1,1
CAL008,13M68BM36,CALCA,WRANGLER,JEANS 20X,MASCULINO,148.9,327.6,1,1
CAL009,13M68BM36,CALCA,WRANGLER,JEANS 20X,MASCULINO,148.9,327.6,1,1
CAL010,13MWZDN36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,159.9,351.78,1,1
CAL011,13MWZDN36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,159.9,351.78,1,1
CAL012,13MWZDN36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,159.9,351.78,1,1
CAL013,13MWZDN36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,159.9,351.78,1,1
CAL014,13MWZDN36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,159.9,351.78,1,1
CAL015,13MWZDN36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,159.9,351.78,1,1
CAL016,13MWZRG36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,148.9,327.58,1,1
CAL017,13MWZRG36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,148.9,327.58,1,1
CAL018,13MWZRG36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,148.9,327.58,1,1
CAL019,13MWZRG36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,148.9,327.58,1,1
CAL020,13MWZRG36,CALCA,WRANGLER,COWBOY CUT,MASCULINO,148.9,327.58,1,1
CAL021,21M4CHD60,CALCA,WRANGLER,LYCRA BOLSO FALSO,FEMININO,144.9,318.78,1,1
CAL022,21M4CHD60,CALCA,WRANGLER,LYCRA BOLSO FALSO,FEMININO,144.9,318.78,1,1
CAL023,WF5155,CALCA,WRANGLER,LYCRA TRADICIONAL,FEMININO,138.9,305.58,1,1
CAL024,13W68PW36,CALCA,WRANGLER,JEANS 20X,MASCULINO,148.9,327.58,2,2
CAL025,,CALCA,R20,CARGO DE BRILHO,FEMININO,199.0,437.0,1,1
CAL026,,CALCA,R20,CARGO,FEMININO,120.0,264.0,1,1
CAL027,,CALCA,TXC,DETALHES EM VERDE NO BOLSO,MASCULINO,90.0,198.0,1,1
CAL028,,CALCA,TXC,DETALHES EM VERDE NO BOLSO,MASCULINO,90.0,198.0,1,1
CAL029,,CALCA,WRANGLER,TRADICIONAL GOINIA,MASCULINO,90.0,198.0,1,1
CAL030,,CALCA,CINCH,SAWYER,MASCULINO,330.0,726.0,1,1
CAL031,MB98034002-CI,CALCA,CINCH,SILVER LABEL SLIM,MASCULINO,330.0,726.0,1,1
ML001,,MOLETOM,TOMAHAWK,COM BOLSO E ESTAMPA,FEMININO,150.0,330.0,1,1
CM010,,CAMISA,TOMAHAWK,MANGA LONGA,MASCULINO,119.0,261.8,1,2
CM011,,CAMISA,TOMAHAWK,MANGA CURTA,MASCULINO,110.0,242.0,1,1
CM012,,CAMISA,TOMAHAWK,MANGA CURTA,MASCULINO,110.0,242.0,1,1
CM013,,CAMISA,TOMAHAWK,MANGA LONGA,MASCULINO,119.0,261.8,1,1
CM014,,CAMISA,TOMAHAWK,MANGA LONGA,FEMININO,129.0,238.8,1,1
CM015,,CAMISA,TEXAS FARM,MANGA CURTA,FEMININO,112.0,246.4,1,1
CM024,,CAMISA,WRANGLER,MANGA LONGA,MASCULINO,147.0,323.4,1,1
CM025,,CAMISA,WRANGLER,MANGA LONGA,MASCULINO,147.0,323.4,1,1
CM026,,CAMISA,WRANGLER,MANGA LONGA,MASCULINO,147.0,323.4,1,1
CM027,,CAMISA,WRANGLER,MANGA LONGA,MASCULINO,147.0,323.4,1,1
CM028,,CAMISA,WRANGLER,MANGA LONGA,MASCULINO,147.0,323.4,1,1
CM029,,CAMISA,TXC,MANGA CURTA,MASCULINO,90.0,225.0,1,1
CM030,,CAMISA,TXC,MANGA CURTA,MASCULINO,90.0,225.0,1,1
CM031,,CAMISA,TXC,MANGA CURTA,MASCULINO,90.0,225.0,1,1
CM032,,CAMISA,TXC,MANGA CURTA,MASCULINO,90.0,225.0,1,1
CM033,,CAMISA,TXC,MANGA CURTA,MASCULINO,90.0,225.0,1,1
CM034,,CAMISA,TXC,MANGA CURTA,MASCULINO,90.0,225.0,1,1
CM035,,CAMISA,TEXANUS,MANGA CURTA,MASCULINO,90.0,198.0,1,1
CM036,,CAMISA,TEXANUS,MANGA CURTA,MASCULINO,90.0,198.0,1,1
CM037,,CAMISA,TEXANUS,MANGA CURTA,MASCULINO,90.0,198.0,1,1
CM038,,CAMISA,TEXANUS,MANGA CURTA,MASCULINO,90.0,198.0,1,1
CM039,,CAMISA,TEXANUS,MANGA CURTA,MASCULINO,90.0,198.0,1,1
CM040,,CAMISA,TEXANUS,MANGA CURTA,MASCULINO,90.0,198.0,1,1
CM041,,CAMISA,TEXANUS,MANGA LONGA,MASCULINO,95.0,209.0,1,1
CM042,,CAMISA,TEXANUS,MANGA LONGA,MASCULINO,95.0,209.0,1,1
CM043,,CAMISA,TEXANUS,MANGA LONGA,MASCULINO,95.0,209.0,1,1
CM044,,CAMISA,TEXANUS,MANGA LONGA,MASCULINO,95.0,209.0,1,1
CM045,,CAMISA,TEXANUS,MANGA LONGA,MASCULINO,95.0,209.0,1,1
CM046,,CAMISA,COUNTRY LAND,MANGA LONGA,MASCULINO,95.0,210.0,1,1
CM047,,CAMISA,COUNTRY LAND,MANGA LONGA,MASCULINO,95.0,210.0,1,1
CM048,,CAMISA,COUNTRY LAND,MANGA CURTA,MASCULINO,99.0,217.0,1,1
CM049,,CAMISA,COUNTRY LAND,MANGA CURTA,MASCULINO,99.0,217.0,1,1
CM050,,CAMISA,COUNTRY LAND,MANGA CURTA,MASCULINO,99.0,217.0,1,1
CM051,,CAMISA,COUNTRY LAND,MANGA CURTA,MASCULINO,99.0,217.0,1,1
CM052,,CAMISA,COUNTRY LAND,MANGA CURTA,MASCULINO,99.0,217.0,1,1
CM053,,CAMISA,TOMAHAWK,MANGA CURTA,MASCULINO,109.0,239.8,1,1
CM054,CAC819-LOTAD-1663,CAMISA,TEXAS FARM,MANGA CURTA,MASCULINO,125.31,275.8,1,1
CM055,CAC838-LOTAD-1743,CAMISA,TEXAS FARM,MANGA CURTA,MASCULINO,125.31,275.8,1,1
CM056,CAC835-LOTAD-1663,CAMISA,TEXAS FARM,MANGA CURTA,MASCULINO,125.31,275.8,1,1
CM057,CAC839-LOTED-1663,CAMISA,TEXAS FARM,MANGA CURTA,MASCULINO,125.31,275.8,1,1
CM058,,CAMISA,TOMAHAWK,MANGA LONGA,MASCULINO,99.0,217.0,1,1
CS018,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,151.2,302.5,1,1
CS019,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,151.2,302.5,1,1
CS020,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,129.6,259.2,1,1
CS021,,CAMISETA,CALVIN KLEIN,LISA,MASCULINO,151.2,302.5,1,1
CS022,,CAMISETA,CALVIN KLEIN,LISA,MASCULINO,143.65,287.28,1,1
CS023,,CAMISETA,CALVIN KLEIN,LISA,MASCULINO,162.55,325.0,1,1
CS024,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,129.6,259.2,1,1
CS025,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,170.0,340.2,1,1
CS026,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,151.2,302.5,1,1
CS027,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,129.6,259.2,1,1
CS028,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,147.41,294.9,1,1
CS029,,CAMISETA,CALVIN KLEIN,LISA,MASCULINO,151.2,302.4,1,1
CS030,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,170.0,340.0,1,1
CS031,,CAMISETA,CALVIN KLEIN,LISA,MASCULINO,162.54,325.0,1,1
CS032,,CAMISETA,CALVIN KLEIN,CK,MASCULINO,147.42,294.84,1,1
CS033,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,170.0,340.2,1,1
CS034,,CAMISETA,CALVIN KLEIN,LISA,MASCULINO,147.41,294.9,1,1
CS035,,CAMISETA,CALVIN KLEIN,ESCRITA CK,MASCULINO,170.0,340.2,1,1
CS036,,CAMISETA,TOMAHAWK,LISA,MASCULINO,70.0,175.0,1,1
CS037,,CAMISETA,KZN,LISA,MASCULINO,35.0,75.0,1,1
CS038,,CAMISETA,TEXANUS,ESCRITA TXA,MASCULINO,45.0,112.0,1,1
CS039,,CAMISETA,TEXANUS,ESCRITA,MASCULINO,35.0,87.5,1,1
CS040,,CAMISETA,ULTRA JEANS,ESTAMPADA,MASCULINO,30.0,75.0,1,1
CS041,,CAMISETA,KZN,LISA,MASCULINO,35.0,75.0,1,1
CS042,,CAMISETA,KZN,ESTAMPA TRATOR,MASCULINO,35.0,75.0,1,1
CS043,,CAMISETA,TEXANUS,ESCRITA TEXANUS,MASCULINO,35.0,87.5,1,1
CS044,,CAMISETA,ULTRA JEANS,ESCRITA ULTRA,MASCULINO,30.0,75.0,1,1
CS045,,CAMISETA,TOMMY HILFIGER,LISA,MASCULINO,130.58,288.9,1,1
CS046,,CAMISETA,TOMMY HILFIGER,LISA,MASCULINO,130.58,288.9,1,1
CS047,,CAMISETA,TOMMY HILFIGER,LISA,MASCULINO,130.58,288.9,1,1
CS048,,CAMISETA,TOMMY HILFIGER,LISA,MASCULINO,130.58,288.9,1,1
CS049,,CAMISETA,TOMMY HILFIGER,ESTAMPA TIGRE,MASCULINO,152.9,336.6,1,1
CS050,,CAMISETA,TOMMY HILFIGER,LISA,MASCULINO,164.16,361.16,1,1
CS051,,CAMISETA,TOMMY HILFIGER,ESTAMPA ESCRITA,MASCULINO,167.89,369.4,1,1
CS052,,CAMISETA,TOMAHAWK,POLO,MASCULINO,80.0,176.0,1,1
CS053,,CAMISETA,TOMAHAWK,POLO,MASCULINO,80.0,176.0,1,1
CS054,,CAMISETA,TXN,POLO,MASCULINO,58.0,136.0,1,1
TSH011,,TSHIRT,GOIANIA,FERRADURA BOTA,FEMININO,20.0,45.9,1,1
CS055,,CAMISETA,TOMMY HILFIGER,LISA,MASCULINO,164.16,361.2,1,1
CS056,,CAMISETA,TOMMY HILFIGER,FEIXA BRANCA,MASCULINO,149.24,328.32,1,1
CS057,WM5757AJ,CAMISETA,WRANGLER,BANDEIRA EUA,MASCULINO,58.1,145.25,1,1
CS058,WM5756AP,CAMISETA,WRANGLER,ESCRITA AMARELA,MASCULINO,58.1,145.25,1,1
CS059,WM5530BE,CAMISETA,WRANGLER,ESCRITA,MASCULINO,58.1,145.25,1,1
CS060,,CAMISETA,TEXAS FARM,POLO,MASCULINO,85.4,187.88,1,1
CS061,,CAMISETA,TEXAS FARM,POLO,MASCULINO,85.4,187.88,1,1
CS062,,CAMISETA,TXN,POLO,MASCULINO,50.0,125.0,1,1
CS064,4251GG,CAMISETA,AUSTIN,BASICA,MASCULINO,64.9,162.25,1,1
CS065,4251GG,CAMISETA,AUSTIN,BASICA,MASCULINO,64.9,162.21,1,1
CS066,4251GG,CAMISETA,AUSTIN,BASICA,MASCULINO,64.9,162.61,1,1
CS067,4251G,CAMISETA,AUSTIN,BASICA,MASCULINO,64.9,162.61,1,1
CS068,4251M,CAMISETA,AUSTIN,BASICA,MASCULINO,64.9,162.61,1,1
CS069,4251P,CAMISETA,AUSTIN,BASICA,MASCULINO,64.9,162.61,1,1
CS070,425157,CAMISETA,AUSTIN,BASICA,MASCULINO,69.9,174.75,1,1
CS071,425156,CAMISETA,AUSTIN,BASICA,MASCULINO,69.9,174.75,1,1
CS072,4801P,CAMISETA,AUSTIN,BORDADA,MASCULINO,84.9,186.78,1,1
CS073,4801GG,CAMISETA,AUSTIN,BORDADA,MASCULINO,84.9,186.78,1,1
CS074,4801142,CAMISETA,AUSTIN,BORDADA,MASCULINO,99.9,219.78,1,1
BOL001,,BOLSA,FAZENDA DECOR,BUZIOS,FEMININO,429.0,799.0,1,2
BOL002,,BOLSA,FAZENDA DECOR,CULTCH LUA,FEMININO,299.0,599.0,1,3
BOL003,,BOLSA,FAZENDA DECOR,CANOAS,FEMININO,379.0,699.0,1,1
BOL004,,BOLSA,FAZENDA DECOR,CAMBURIU,FEMININO,499.0,899.0,1,2
BOL005,,BOLSA,FAZENDA DECOR,TABACOF,FEMININO,369.0,599.0,1,2
BOL006,B2305,BOLSA,GOYAZES,PEDRAS TURQUESA,FEMININO,492.0,1082.2,1,1
BOL007,B2506-6,BOLSA,GOYAZES,BRANCA E ROSA,FEMININO,521.0,1146.0,1,1
BOL008,B2403-2,BOLSA,GOYAZES,LATERAL MARROM,FEMININO,510.0,1112.0,1,1
BOL009,B02512-3,BOLSA,GOYAZES,FERRADURA,FEMININO,860.0,1160.0,1,1
FL001,,FIVELA,RENATA MARTINO,ACESSORIO,FEMININO,10.0,25.0,1,3
FL002,,FIVELA,RENATA MARTINO,ACESSORIO,FEMININO,10.0,25.0,1,3
COLAR001,,COLAR,RENATA MARTINO,GRAVATA CAVALO,FEMININO,15.0,37.5,1,2
COLAR002,,COLAR,RENATA MARTINO,GRAVATA CAVALO,FEMININO,15.0,37.5,1,2
COLAR003,,COLAR,RENATA MARTINO,GRAVATA,FEMININO,15.0,37.5,1,2
COLAR004,,COLAR,RENATA MARTINO,GRAVATA,FEMININO,15.0,37.5,1,2
COLAR005,,COLAR,RENATA MARTINO,GRAVATA FERRADURA,FEMININO,15.0,37.5,1,1
CINTO020,,CINTO,RENATA MARTINO,FIVELAS,FEMININO,25.0,62.5,1,3
CINTO021,,CINTO,RENATA MARTINO,FIVELAS,FEMININO,25.0,62.5,1,2
LENÇO001,,LENÇO,RENATA MARTINO,ESTAMPAS,FEMININO,25.0,65.0,1,7
LENÇO002,,LENÇO,RENATA MARTINO,ESTAMPAS,FEMININO,20.0,50.0,1,5
BOT032,245401,BOTA,GOYAZES,"BICO FINO, CANO CURTO",FEMININO,582.0,1280.0,1,1
BOT033,245401,BOTA,GOYAZES,"BICO FINO, CANO CURTO",FEMININO,582.0,1280.0,1,1
BOT034,245401,BOTA,GOYAZES,"BICO FINO, CANO CURTO",FEMININO,582.0,1280.0,1,1
BOT035,251507,BOTA,GOYAZES,"BICO FINO, CANO CURTO",FEMININO,536.0,1179.2,1,1
BOT036,251507,BOTA,GOYAZES,"BICO FINO, CANO CURTO",FEMININO,536.0,1179.2,1,1
BOT037,251507,BOTA,GOYAZES,"BICO FINO, CANO CURTO",FEMININO,536.0,1179.2,1,1
CINTO023,91690,CINTO,PAUL WESTER,BASICO,UNISSEX,74.9,164.8,1,2
CINTO024,458105,CINTO,PAUL WESTER,DETALHES TURQUESA,FEMININO,154.9,340.78,1,1
CINTO025,6361514207115,CINTO,PAUL WESTER,DETALHES MARROM,UNISSEX,144.9,252.78,1,1
CINTO026,916100,CINTO,PAUL WESTER,BASICO,UNISSEX,74.9,164.8,1,2
CINTO028,126675,CINTO,PAUL WESTER,FIVELA STRASS,FEMININO,119.9,263.8,1,1
CINTO029,636151420780,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,144.9,252.78,1,1
CINTO030,55880,CINTO,PAUL WESTER,FIVELA STRASS,MASCULINO,69.9,174.75,1,1
CINTO031,91695,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,74.9,165.0,1,1
CINTO032,105780,CINTO,PAUL WESTER,FIVELA STRASS,FEMININO,119.9,263.8,1,1
CINTO033,4610100,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,79.9,175.8,1,1
CINTO034,11511100,CINTO,PAUL WESTER,FIVELA STRASS,FEMININO,129.9,285.8,1,1
CINTO035,91685,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,74.9,165.0,1,1
CINTO036,556105,CINTO,PAUL WESTER,FIVELA STRASS,MASCULINO,69.9,174.75,1,1
CINTO037,636151946110,CINTO,PAUL WESTER,FIVELA STRASS,MASCULINO,204.9,450.7,1,1
CINTO038,636151946100,CINTO,PAUL WESTER,FIVELA STRASS,MASCULINO,204.9,450.7,1,1
CINTO039,98790,CINTO,PAUL WESTER,FIVELA STRASS,MASCULINO,299.9,399.9,1,1
CINTO040,91680,CINTO,PAUL WESTER,FIVELA STRASS,MASCULINO,74.9,165.0,1,1
CINTO041,7461050,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,299.9,399.9,1,1
CINTO042,746100,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,89.9,197.78,1,1
CINTO043,665110,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,89.9,197.78,1,1
CINTO044,471085,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,79.9,175.8,1,1
CINTO045,916100,CINTO,PAUL WESTER,FIVELA STRASS,UNISSEX,89.9,197.78,1,1
CS085,4801196,CAMISETA,AUSTIN,ESCRITA,MASCULINO,99.9,219.78,1,1
CS086,4801196,CAMISETA,AUSTIN,ESCRITA,MASCULINO,99.9,219.78,1,1
CS087,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS088,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS089,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS090,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS091,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
CS092,128,CAMISETA,RED MAN,ESCRITA BASICA,MASCULINO,69.9,153.78,1,1
